Code	Date	tl;dr	valid personal phone	Territory or use	Notes	
673		unassigned - geographic	0	not in use; available for geographic assignment		
674		unassigned - geographic	0	not in use; available for geographic assignment		
675		unassigned - geographic	0	not in use; available for geographic assignment		
676		unassigned - geographic	0	not in use; available for geographic assignment		
677		unassigned - nongeographic	0	not in use; reserved for Canadian non-geographic assignment		
678	1/6/1998	assigned - geographic	1	Georgia (Metro Atlanta)	overlaid on 404 and 770  2010: overlaid by 470	
679	11/7/2025	upcoming - assigned - geographic	2	a planned overlay of 313, but has not been scheduled		11/7/2025
680	3/11/2017	assigned - geographic	1	New York (Syracuse, Utica, Watertown, and north-central New York)	overlaid on 315	3/11/2017
681	3/28/2009	assigned - geographic	1	West Virginia	overlaid on 304	
682	10/7/2000	assigned - geographic	1	Texas (Fort Worth area)	overlaid on 817	
683	6/18/2022	assigned - geographic	1	Ontario (Northeastern Ontario and Central Ontario: Greater Sudbury, Sault Ste. Marie, North Bay, etc.)	overlaid on 705/249  460 reserved as a fourth area code for the region.	6/18/2022
684	10/2/2004	assigned - geographic	1	American Samoa (the former country code for this possession and unorganized territory of the United States)	2004: inclusion in NANP	
685		unassigned - geographic	0	not in use; available for geographic assignment		
686	2/1/2024	assigned - geographic	1	Virginia (the Richmond Metropolitan Area, including Petersburg and the Northern Neck and Middle Peninsula)	to be overlaid on 804	2/1/2024
687		unassigned - geographic	0	not in use; available for geographic assignment		
688		unassigned - nongeographic	0	not in use; reserved for Canadian non-geographic assignment		
689	6/4/2019	assigned - geographic	1	Florida (Orlando, Sanford, St. Cloud, Kissimmee, and a part of east-central Florida)	overlaid on 407	6/4/2019
690		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
691		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
692		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
693		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
694		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
695		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
696		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
697		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
698		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
699		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
700	1/1/1984	not assignable	0	Implemented for carrier internal use		
701	1/1/1947	assigned - geographic	1	North Dakota (all)		
702	1/1/1947	assigned - geographic	1	Nevada (almost all of Clark County, including all of the Las Vegas Valley, including Henderson and Boulder City)	created for all of Nevada  1998: split to create 775  2014: overlaid by 725	
703	1/1/1947	assigned - geographic	1	Virginia (Northern Virginia: mostly the suburbs of Washington, D.C., including Alexandria, Arlington County, Fairfax County, Prince William County, and eastern Loudoun County)	created for all of Virginia  1973: split to create 804  1995: split to create 540  2000: overlaid by 571	
704	1/1/1947	assigned - geographic	1	North Carolina (Charlotte, Concord, Gastonia, Salisbury, and much of south-central North Carolina)	created for all of North Carolina  1954: split to create 919  1998: split to create 828  2001: overlaid by 980	
705	1/1/1957	assigned - geographic	1	Ontario (Northeastern Ontario and Central Ontario: Greater Sudbury, Sault Ste. Marie, North Bay, etc.)	created from parts of 519 and 613  1962: split to create 807  2011: overlaid by 249  2022: overlaid by 683  460 reserved as a fourth area code for the region.	
706	5/3/1992	assigned - geographic	1	Georgia (Athens, Augusta, Columbus, Calhoun, Dalton, Rome, and much of northwestern, northeastern and eastern Georgia, with an exclave in midwestern Georgia)	split of 404  2007: overlaid by 762  prior to 1990, served portions of Baja California, Mexico  one of the few non-contiguous area codes in North America	
707	1/1/1959	assigned - geographic	1	California (Vallejo, Crescent City, Eureka, Redwoods National Park, Santa Rosa, Ukiah, and most of northwestern California)	split of 415  2023: to be overlaid by 369	
708	11/11/1989	assigned - geographic	1	Illinois (western and southern portions of suburban Cook County and far eastern sections of Will County	split of 312  1996: split twice to create 847 and 630  2022: overlaid by 464	
709	1/1/1962	assigned - geographic	1	Newfoundland and Labrador (all)	split of 506	
710	1/1/1984	assigned - nongeographic	0	US Government special services	used until 1981 for TWX service	
711		not assignable	0	Not assignable; N11 code for telecommunications device for the deaf		
712	1/1/1947	assigned - geographic	1	Iowa (Sioux City, Council Bluffs, Denison, and most of western Iowa)		
713	1/1/1947	assigned - geographic	1	Texas (Houston area) — overlays with 281, 346, and 832	1983: split to create 409  1996: split to create 281  713 and 281 were later merged into an overlay  1999: 713 and 281 were further overlaid by 832  2014: 713 and 281 were further overlaid by 346	
714	1/1/1951	assigned - geographic	1	California (Northern Orange County: Anaheim, Fullerton, Garden Grove, Huntington Beach, Orange, Santa Ana, and portions of Newport Beach, Costa Mesa, and Tustin)	split of 213  1982: split to create 619  1992: split to create 909  1998: split to create 949  2008: overlaid by 657	
715	1/1/1947	assigned - geographic	1	Wisconsin (Wausau, Eau Claire, Rhinelander, and most of northern Wisconsin)	1955: split to create a part of 608  2010: overlaid by 534	
716	1/1/1947	assigned - geographic	1	New York (Buffalo, Niagara Falls, Olean, and parts of western New York)	1954: split to create a part of 607  2002: split to create 585  2023: to be overlaid by 624	
717	1/1/1947	assigned - geographic	1	Pennsylvania (Harrisburg, Gettysburg, Lancaster, York, and most of south-central Pennsylvania)	1998: split to create 570  2017: overlaid by 223	
718	9/1/1984	assigned - geographic	1	New York (New York City: The Bronx, Brooklyn, Queens, Staten Island, and Marble Hill)	split of 212, and originally comprised only Brooklyn, Queens, and Staten Island  1992: The Bronx split off from 212 to become a part of 718  1992: overlaid by 917  1999: overlaid by 347  2011: overlaid by 929	
719	3/5/1988	assigned - geographic	1	Colorado (Colorado Springs, Pueblo, Florence, Leadville, Limon, Trinidad, La Junta, and most of southeastern Colorado)	split of 303	
720	6/1/1998	assigned - geographic	1	Colorado (Denver, Boulder, Longmont, Aurora, Golden, Limon, Centennial; central Colorado)	overlaid on 303  2022: overlaid by 983	
721	9/30/2011	assigned - geographic	1	Sint Maarten (all)	joined the NANP in 2011; previously country code 599.[15]	
722		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
723		unassigned - geographic	0	not in use; available for geographic assignment		
724	2/1/1998	assigned - geographic	1	Pennsylvania (Washington, Greensburg, Indiana, New Castle, Uniontown, Butler, and the majority of Southwestern Pennsylvania outside of Pittsburgh's Allegheny County)	split of 412  2001: overlaid by 878	
725	6/3/2014	assigned - geographic	1	Nevada (almost all of Clark County, including all of the Las Vegas Valley, including Henderson, and Boulder City)	overlaid on 702	6/3/2014
726	10/23/2017	assigned - geographic	1	Texas (San Antonio metropolitan area)	overlaid on 210  mnemonic: SAN Antonio	10/23/2017
727	7/1/1998	assigned - geographic	1	Florida (all of Pinellas County (except Oldsmar which uses area codes 656 and 813),[11] including St. Petersburg, Clearwater, Dunedin, Palm Harbor, Tarpon Springs, and the coastal parts of Pasco County)	split of 813	
728	3/10/2023	assigned - geographic	1	Florida (Palm Beach County, including Palm Beach, West Palm Beach, Boca Raton, Boynton Beach, etc.)	overlaid 2023 on 561	3/10/2023
729	3/5/2025	upcoming - assigned - geographic	2	not in use; available for geographic assignment		3/5/2025
730	7/7/2023	assigned - geographic	1	Illinois (Carbondale, Alton, Belleville, Cahokia, Centralia, Edwardsville, Marion, Metropolis, Vandalia, and most of southern Illinois)	overlaid on 618	7/7/2023
731	2/12/2001	assigned - geographic	1	Tennessee (most of West Tennessee, excluding Metropolitan Memphis and Shelby County (area code 901), but including Dyersburg, Jackson, Martin, Paris, Union City, and Crockett County)	split of 901	
732	6/1/1997	assigned - geographic	1	New Jersey (New Brunswick, Lakewood, Neptune, Fort Dix, and most of east-central New Jersey)	split of 908  2001: overlaid by 848  mnemonic: SEA	
733		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
734	12/13/1997	assigned - geographic	1	Michigan (Ann Arbor, Hell, Monroe, Plymouth, Romulus, Wayne, Ypsilanti, and the southwestern suburbs of Detroit)	split of 313	
735		unassigned - geographic	0	not in use; available for geographic assignment		
736		unassigned - geographic	0	not in use; available for geographic assignment		
737	7/1/2013	assigned - geographic	1	Texas (Austin and suburbs)	overlaid on 512	
738	11/1/2024	upcoming - assigned - geographic	2	California (nearly the entire city of Los Angeles outside of the San Fernando Valley and smaller cities and unincorporated areas of Los Angeles County immediately to the south or east)	to be overlaid on 213/323	11/1/2024
739		unassigned - geographic	0	not in use; available for geographic assignment		
740	12/6/1997	assigned - geographic	1	Ohio (suburban Columbus, central Ohio outside of Franklin County, excluding the Marysville area, together with southeastern Ohio: Athens, Lancaster, Cambridge, Delaware, Ironton, Marietta, Mt. Vernon, Newark, Portsmouth, Steubenville, Washington Court House, and Zanesville)	split of 614  2015: overlaid by 220	
741		unassigned - geographic	0	not in use; available for geographic assignment		
742	10/16/2021	assigned - geographic	1	Ontario (Niagara Falls Region, Hamilton, St. Catharines, suburbs of the Greater Toronto Area, and southeastern Ontario)	overlaid on 289/365/905[7]  537 reserved as a fifth area code for the region.	10/16/2021
743	5/23/2016	assigned - geographic	1	North Carolina	overlaid on 336	5/23/2016
744		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
745		unassigned - geographic	0	not in use; available for geographic assignment		
746		unassigned - geographic	0	not in use; available for geographic assignment		
747	5/18/2009	assigned - geographic	1	California (the San Fernando Valley portion of Los Angeles County, including Burbank, Canoga Park, Encino, Glendale, North Hollywood, Northridge, Panorama City, Reseda, San Fernando, Sylmar, Tarzana, Van Nuys, and Woodland Hills)	overlaid on 818	
748	1/1/2026	upcoming - assigned - geographic	2	Northern and Western Colorado	overlaid on 970	
749		unassigned - geographic	0	not in use; available for geographic assignment		
750		unassigned - geographic	0	not in use; available for geographic assignment		
751		unassigned - geographic	0	not in use; available for geographic assignment		
752		unassigned - geographic	0	not in use; available for geographic assignment	originally reserved to overlay 909; however, this was suspended indefinitely thanks to number pooling; eventually, area code 840 was selected to overlay 909, and 752 was returned for future assignment	
753	3/26/2022	assigned - geographic	1	Ontario (Ottawa metropolitan area and southeastern Ontario)	overlaid on 613/343	3/26/2022
754	8/1/2001	assigned - geographic	1	Florida	overlaid on area code 954	
755		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
756		unassigned - geographic	0	not in use; available for geographic assignment		
757	7/1/1996	assigned - geographic	1	Virginia (Part of Hampton Roads and the Eastern Shore of Virginia)	split of 804  2022: overlaid by area code 948	
758	7/1/1996	assigned - geographic	1	Saint Lucia (all)	split of 809  mnemonic: SLU	
759		unassigned - geographic	0	not in use; available for geographic assignment		
760	3/22/1997	assigned - geographic	1	California (most of the desert and mountain portions of the southeastern two-thirds of California)	split of 619  this was the first part of North America to have its code changed three times: from 213 to 714 1951: to 619 in 1982, and to 760 in 1997  was to have originally split off the portion of 760 serving San Diego County to a new 442 area code in late 2008/early 2009; that plan was cancelled  2009: overlaid by 442	
761		unassigned - geographic	0	not in use; available for geographic assignment		
762	5/16/2006	assigned - geographic	1	Georgia	overlay of 706	
763	2/27/2000	assigned - geographic	1	Minnesota (Brooklyn Park, Plymouth, Maple Grove, Monticello, Elk River, Fridley, Blaine, and the northwest suburban area of Minneapolis)	created by a three-way split of 612 (along with 952)	
764		unassigned - geographic	0	not in use; available for geographic assignment	was assigned for numbering relief to 650 (western San Francisco Bay, including San Mateo County), but this has been suspended indefinitely	
765	2/1/1997	assigned - geographic	1	Indiana (Kokomo, Lafayette, Marion, Muncie, Richmond, West Lafayette, and most of central Indiana excluding Indianapolis and immediate suburbs)	split of 317	
766		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
767	10/1/1997	assigned - geographic	1	Commonwealth of Dominica (all)	split of 809  mnemonic: ROS for Roseau, Dominica's largest city	
768		unassigned - geographic	0	not in use; available for geographic assignment		
769	3/14/2005	assigned - geographic	1	Mississippi	overlaid on 601	
770	8/1/1995	assigned - geographic	1	Georgia (Marietta, Carrollton, Gainesville, Jonesboro, Lawrenceville, Roswell, Stone Mountain, Snellville, Cartersville, and much of north-central Georgia outside of Atlanta's Interstate 285 Perimeter Highway)	split of 404  1998: overlaid by 678  covers metropolitan areas outside of Atlanta and fully encircles Atlanta's area code 404	
771	11/9/2021	assigned - geographic	1	Washington, D.C. (all)	overlaid on 202	11/9/2021
772	2/11/2002	assigned - geographic	1	Florida (Fort Pierce, Port Saint Lucie, Sebastian, Stuart, Vero Beach, all of Indian River County, and Martin County)	split of 561	
773	10/12/1996	assigned - geographic	1	Illinois (City of Chicago, excluding downtown)	split of 312  2009: overlaid by 872	
774	5/2/2001	assigned - geographic	1	Massachusetts (Berkley, Dennis, Douglas, Easton, Edgartown, Oakham, Oxford, Upton, and southeastern Massachusetts)	overlaid on 508	
775	12/12/1998	assigned - geographic	1	Nevada (Carson City, Reno, Elko, Ely, Sparks, Winnemucca, Great Basin National Park, Naval Air Station Fallon, and all of Nevada, except for most of Clark County in southernmost Nevada)	split of 702	
776		unassigned - geographic	0	not in use; available for geographic assignment		
777		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
778	11/3/2001	assigned - geographic	1	British Columbia (all, and the isolated border town of Hyder, Alaska, USA)	created as a concentrated overlay of 604  extended in 2008 to cover all of 604 and 250  2013: overlaid by 236  2019: overlaid by 672  2025: overlaid by 257	
779	3/17/2007	assigned - geographic	1	Illinois	overlaid on 815	
780	5/18/1999	assigned - geographic	1	Alberta (Edmonton, Jasper, Grande Prairie, Peace River, and all of northern Alberta)	split of 403  2008: overlaid by 587  2016: overlaid by 825  2022: overlaid by 368  568 reserved as a fifth area code for the region.	
781	9/1/1997	assigned - geographic	1	Massachusetts (Canton, Hanson, Lincoln, Nahant, Plympton, Revere, Stoughton, Winchester, and east-central Massachusetts)	split of 617  2001: overlaid by 339	
782	11/30/2014	assigned - geographic	1	Nova Scotia and Prince Edward Island	overlaid on 902  851 reserved as a third area code for the region.	11/30/2014
783		unassigned - geographic	0	not in use; available for geographic assignment		
784	6/1/1998	assigned - geographic	1	Saint Vincent and the Grenadines (all)	split of 809  mnemonic: SVG or SVI	
785	7/20/1997	assigned - geographic	1	Kansas (Topeka, Salina, Colby, Lawrence, Manhattan, and all of northern and central Kansas not including the Kansas City Metropolitan Area)	split of 913	
786	3/1/1998	assigned - geographic	1	Florida (Miami-Dade County and the Florida Keys)	overlaid on 305 only in Miami-Dade County  2008: overlay extended to the Florida Keys  2023: overlaid with 645  mnemonic: SUN	
787	3/1/1996	assigned - geographic	1	Puerto Rico	split of 809  2001: overlaid by 939  mnemonic: PUR or PTR	
788		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
789		unassigned - geographic	0	not in use; available for geographic assignment		
790		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
791		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
792		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
793		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
794		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
795		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
796		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
797		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
798		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
799		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
800	1/1/1966	assigned - toll free	0	toll-free telephone service	created in 1966  see also 822, 833, 844, 855, 866, 877, 880–887, 888, and 889	
801	1/1/1947	assigned - geographic	1	Utah (Counties of Davis, Morgan, Salt Lake, Utah, and Weber along the Wasatch Front, including the cities of Salt Lake City, Ogden, and Provo)	created for all of Utah  1997: split to create 435  2009: overlaid by 385	
802	1/1/1947	assigned - geographic	1	Vermont (all)		
803	1/1/1947	assigned - geographic	1	South Carolina (Columbia, Rock Hill, Sumter, Aiken, and most of central South Carolina)	created for all of South Carolina  1995: split to create 864  1998: split twice to create 843  2020: overlaid by 839	
804	6/24/1973	assigned - geographic	1	Virginia (the Richmond Metropolitan Area, including Petersburg and the Northern Neck and Middle Peninsula)	split of 703  1996: split to create 757  2001: split to create 434  2024: to be overlaid by 686	
805	1/1/1957	assigned - geographic	1	California (Ventura, San Luis Obispo, and Santa Barbara Counties)	split of 213  1999: split to create 661  2018: overlaid by 820	
806	1/1/1957	assigned - geographic	1	Texas (Lubbock, Amarillo, Canadian, Canyon, Dalhart, and the entire Texas Panhandle)	created from parts of 817 and 915	
807	1/1/1962	assigned - geographic	1	Ontario (Northwestern Ontario: Thunder Bay, Kenora, Dryden, Greenstone)	split of 705	
808	1/1/1957	assigned - geographic	1	Hawaii (all of the Hawaiian Islands to Midway Atoll and major Hawaiian cities including Honolulu, Kailua, Mililani, Haleiwa, Hilo, Kahului, Lihue, etc.; plus Wake Island)		
809	1/1/1958	assigned - geographic	1	Dominican Republic	originally assigned in 1958 to Bermuda and most Caribbean islands  1995: split to create 441  1996: split to create 787, 268, 246, 664, 758, 345, 242, and 869  1997: split to create 264, 876, 340, 649, 868, 284, 767, and 473  1998: split to create 784  by 2000, served the Dominican Republic exclusively  2005: overlaid by 829  2009: overlaid by 849	
810	12/1/1993	assigned - geographic	1	Michigan (Port Huron, Flint, Lapeer, and the Michigan "Thumb")	used until 1981 for TWX service  split of 313  1997: split to create 248  2001: split to create 586	
811		not assignable	0	Not assignable; N11 code for regional information	in the USA, the FCC adopted it as the local underground utility assistance service in 2007  in Canada, the CRTC reserved it for non-urgent telehealth services 2005: though not all provinces and territories have yet adopted it  formerly used for mobile customer service on some carriers (now 611)  formerly used for some local emergency numbers in Jamaica (now 911)	
812	1/1/1947	assigned - geographic	1	Indiana (Southern Indiana, including Bloomington, Evansville, Terre Haute, Columbus, Jeffersonville, Lawrenceburg, Madison, and New Albany)	2015: overlaid by 930	
813	1/1/1953	assigned - geographic	1	Florida (all of Hillsborough County, including Tampa and its suburbs, MacDill Air Force Base, and Plant City; and the inland areas of Pasco County and Oldsmar in Pinellas County[11])	split of 305 to give Florida more than one area code  1995: split to create 941  1998: split to create 727  2022: overlaid by 656[12]	
814	1/1/1947	assigned - geographic	1	Pennsylvania (Erie, State College, Altoona, Clearfield, Emporium, Johnsonburg, Johnstown, Meyersdale, Ridgway, Somerset, and most of northwestern and parts of central Pennsylvania)	2021: overlaid by 582	
815	1/1/1947	assigned - geographic	1	Illinois (much of northern Illinois outside Chicago and its immediate surrounding suburbs: Rockford and its suburbs, Belvidere, La Salle, Peru, DeKalb, Sycamore, Freeport, Dixon, Sterling, Rock Falls, Ottawa, Morris, Princeton, Mendota, Rochelle, Sandwich, Streator, Pontiac, Kankakee, and some outlying Chicago suburbs such as Harvard, McHenry, Crystal Lake, Woodstock, Plainfield, Joliet, Romeoville, Lockport, New Lenox, Frankfort, Minooka, Channahon, and Shorewood)	1957: split to create a part of 309  2007: overlaid by 779	
816	1/1/1947	assigned - geographic	1	Missouri (Kansas City, St Joseph, Independence, Harrisonville, and parts of west-central Missouri)	1950: split to create a part of 417  1997: split to create 660  2023: to be overlaid by 975	
817	1/1/1953	assigned - geographic	1	Texas (Fort Worth, Arlington, Grand Prairie, Grandview, Weatherford)	created from parts of 214 and 915  1957: split to create a part of 806  1997: split to created 254 and 940  2000: overlaid by 682	
818	1/7/1984	assigned - geographic	1	California (the San Fernando Valley portion of Los Angeles County, including Burbank, Canoga Park, Encino, Glendale, North Hollywood, Northridge, Panorama City, Reseda, San Fernando, Sylmar, Tarzana, Van Nuys, and Woodland Hills)	split of 213  1997: split to create 626  2009: overlaid by 747	
819	1/1/1957	assigned - geographic	1	Quebec (Western Québec, except Montréal 514 and surrounding area 450: a large area including Abitibi-Témiscamingue, Estrie, Mauricie, Outaouais, Sherbrooke, and Trois-Rivieres)	split of 514  originally also covered a part of the Northwest Territories  1997: split to create a part of 867 (the portion of the area code serving the Northwest Territories and Nunavut)  2012: overlaid by 873  2022: overlaid by 468	
820	6/30/2018	assigned - geographic	1	California (Ventura, San Luis Obispo, and Santa Barbara Counties)	overlaid on 805	6/30/2018
821	8/19/2024	upcoming - assigned - geographic	2	South Carolina (The Upstate, including Greenville, Spartanburg, Anderson, Clemson, and most of northwestern South Carolina)	to be overlaid on 864	8/19/2024
822		unassigned - toll free	0	not in use; available for toll-free assignment		
823		unassigned - geographic	0	not in use; available for geographic assignment		
824		unassigned - geographic	0	not in use; available for geographic assignment		
825	4/9/2016	assigned - geographic	1	Alberta (all)	overlaid on 403, 780, and 587[16]  2022: overlaid by 368	4/9/2016
826	6/14/2022	assigned - geographic	1	Virginia (Fredericksburg, Roanoke, Blacksburg, Harrisonburg, Lexington, Staunton, Winchester, and parts of north-central Virginia)	overlaid on 540	6/14/2022
827		unassigned - geographic	0	not in use; available for geographic assignment		
828	3/22/1998	assigned - geographic	1	North Carolina (Asheville, Franklin, Hickory, Murphy, Waynesville, and parts of western North Carolina)	split of 704	
829	8/1/2005	assigned - geographic	1	Dominican Republic	overlaid on 809	
830	7/7/1997	assigned - geographic	1	Texas (Del Rio, Kerrville, Eagle Pass, Fredericksburg, New Braunfels, and a part of the Rio Grande Valley)	split of 210	
831	7/11/1998	assigned - geographic	1	California (Monterey County, including Salinas and Monterey); San Benito County (including Hollister); and Santa Cruz County (including Santa Cruz and Watsonville)	split of 408	
832	1/16/1999	assigned - geographic	1	Texas (Houston Metropolitan Area and suburbs)	overlaid on 713 and 281  2014: overlaid by 346	
833	6/3/2017	assigned - toll free	0	toll-free telephone service	created[17]	6/3/2017
834		unassigned - geographic	0	not in use; available for geographic assignment		
835	9/2/2022	assigned - geographic	1	Pennsylvania (Chester, Lehigh Valley, Norristown, Reading; parts of southeastern Pennsylvania)	overlaid on 610/484	9/2/2022
836		unassigned - geographic	0	not in use; available for geographic assignment		
837	1/31/2025	upcoming - assigned - geographic	2	California (Redding, Auburn, Chico, Davis, the California shore of Lake Tahoe, Placerville, Susanville, Truckee, Yreka, and most of northeastern California)	to be overlaid on 530  California's 40th area code	1/31/2025
838	9/19/2017	assigned - geographic	1	New York (Albany, Schenectady, Plattsburgh, Saranac Lake, Lake George, Westport, and most of northeastern New York)	overlaid on 518	9/19/2017
839	5/26/2020	assigned - geographic	1	South Carolina	overlaid on 803[18]	5/26/2020
840	2/23/2021	assigned - geographic	1	California (southwestern San Bernardino County and a small portion of Los Angeles and Riverside counties, including Fontana, Pomona, Chino Hills, Claremont, Chino, Ontario, and Redlands)	overlaid on 909	2/23/2021
841		unassigned - geographic	0	not in use; available for geographic assignment		
842		unassigned - geographic	0	not in use; available for geographic assignment		
843	3/22/1998	assigned - geographic	1	South Carolina (Charleston, Florence, Hilton Head Island, Myrtle Beach, Charleston Air Force Base, and most of southeastern South Carolina)	split of 803  2015: overlaid by 854  mnemonic: TIDes for being along the South Carolina Coast	
844	12/7/2013	assigned - toll free	0	toll-free telephone service	created	
845	6/5/2000	assigned - geographic	1	New York (Dutchess, Orange, Putnam, Rockland, Sullivan, and Ulster counties)	created by splitting from 914  2023: overlaid with 329	
846		unassigned - geographic	0	not in use; available for geographic assignment		
847	1/20/1996	assigned - geographic	1	Illinois (North and northwest suburbs of Chicago, including Lake, northern Cook, northern Kane, and extreme southeastern McHenry Counties; includes Evanston, Skokie, Niles, Park Ridge, Des Plaines, Mount Prospect, Arlington Heights, Palatine, Wheeling, Buffalo Grove, Barrington, Elk Grove Village, Schaumburg, Hoffman Estates, Elgin, Carpentersville, Algonquin, Lake in the Hills, Huntley, Hampshire, Cary, Lake Zurich, Fox Lake, Round Lake Beach, Antioch, Gurnee, Waukegan, Zion, Lake Forest, Vernon Hills, Libertyville, Mundelein, Northbrook, Glenview, Deerfield, Highland Park, Wilmette, Winnetka)	split of 708  1998: overlaid by 224	
848	12/29/2001	assigned - geographic	1	New Jersey (New Brunswick, Lakewood, Neptune, Fort Dix, and most of east-central New Jersey)	overlaid on 732	
849	7/1/2009	assigned - geographic	1	Dominican Republic	overlaid on 809 and 829	
850	6/23/1997	assigned - geographic	1	northwestern Florida (Appalachicola, Pensacola, Tallahassee, Quincy, Panama City, Naval Air Station Pensacola, Eglin Air Force Base and all of the Florida Panhandle)	split of 904  2021: overlaid by 448	
851	1/1/2030	upcoming - assigned - geographic	2	Nova Scotia and Prince Edward Island	reserved as a third area code to overlay 902/782 with no set date of implementation	
852		unassigned - geographic	0	not in use; available for geographic assignment		
853		unassigned - geographic	0	not in use; available for geographic assignment		
854	10/19/2015	assigned - geographic	1	South Carolina (Charleston, Florence, Hilton Head Island, Myrtle Beach, Charleston Air Force Base, and most of southeastern South Carolina)	overlaid on 843	10/19/2015
855	10/9/2010	assigned - toll free	0	toll-free telephone service	created as a further expansion of 800	
856	6/12/1999	assigned - geographic	1	New Jersey (Cherry Hill, Camden, Millville, Vineland, and most of southwestern New Jersey)	split of 609	
857	5/2/2001	assigned - geographic	1	Massachusetts (Belmont, Brookline, Chelsea, Everett, Milton, Quincy, Watertown, Winthrop, and close-in Boston suburbs)	overlaid on 617	
858	6/12/1999	assigned - geographic	1	California (San Diego and suburbs)	split of 619  2017: merged with 619 as an overlay	
859	4/1/2000	assigned - geographic	1	Kentucky (Lexington, Richmond, Danville, Covington, Florence, and northernmost Kentucky)	split of 606  mnemonic: UKY — the University of Kentucky is in Lexington, the area's biggest city by population	
860	8/28/1995	assigned - geographic	1	Northern and eastern Connecticut (Hartford, Bristol, Norwich, and northern and eastern Connecticut)	split of 203  2014: overlaid by 959	
861	2/24/2023	assigned - geographic	1	Illinois (Peoria, Bloomington, Moline, Rock Island, Galesburg; west-central Illinois)	overlaid on 309	2/24/2023
862	12/29/2001	assigned - geographic	1	New Jersey	overlaid on 973	
863	9/20/1999	assigned - geographic	1	Florida (Lakeland, Bartow, Sebring, Winter Haven in south central Florida)	split of 941	
864	12/3/1995	assigned - geographic	1	South Carolina (The Upstate, including Greenville, Spartanburg, Anderson, Clemson, and most of northwestern South Carolina)	split of 803  2024: to be overlaid by 821  mnemonic: UNIversity — 24 colleges and universities reside in this area code, including Anderson University, Bob Jones University, Clemson University, Furman University, Converse College, Wofford College, and University of South Carolina Upstate	
865	11/1/1999	assigned - geographic	1	Tennessee (Knoxville, Alcoa, Athens, Clinton, Crossville, Dayton, Gatlinburg, Loudon, Maryville, Newport, Oak Ridge, Oliver Springs, Pigeon Forge, Rockwood, Sweetwater, etc., in east Tennessee)	split of 423  mnemonic: VOL — the University of Tennessee, whose sports teams are the "Volunteers", is in Knoxville, the area's biggest city by population	
866	7/29/2000	assigned - toll free	0	toll-free telephone service	created as a further expansion of 800	
867	10/21/1997	assigned - geographic	1	the Canadian Territories: Yukon, Northwest Territories, and Nunavut	created from parts of 403 and 819  mnemonic: TOP of the world  mnemonic: 1867 was the year of Canada's confederation (formation; long-distance calls to the 867 area code must begin 1-867)	
868	6/1/1997	assigned - toll free	0	Trinidad and Tobago (all)	split of 809  mnemonic: TNT	
869	10/1/1996	assigned - geographic	1	Saint Kitts and Nevis (all)	split of 809	
870	4/14/1997	assigned - geographic	1	Arkansas (Texarkana, Jonesboro, Pine Bluff, and southern, eastern, and northeastern Arkansas)	split of 501  2024: to be overlaid by 327	
871		unassigned - geographic	0	not in use; available for geographic assignment in Canada		
872	11/7/2009	assigned - geographic	1	Illinois (Chicago)	overlay for 312 and 773, entered service on 7 November 2009[19]  mnemonic: USA	
873	9/15/2012	assigned - geographic	1	Quebec (Western Québec, except Montréal 514 and surrounding area 450: a large area including Abitibi-Témiscamingue, Estrie, Mauricie, Outaouais, Sherbrooke, and Trois-Rivières)	overlaid on 819  2022: overlaid by 468	
874		unassigned - geographic	0	not in use; available for geographic assignment		
875		unassigned - geographic	0	not in use; available for geographic assignment		
876	5/1/1997	assigned - geographic	1	Jamaica	split of 809  2018: overlaid by 658	
